rowid,pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_rade_error,pl_bmasse_error,st_rad_error,st_teff_error,pl_orbsmax_error,pl_insol_error,pl_flux,pl_flux_error
298,HATS-4 b,11.433,0.415,-0.415,420.471,8.899,-8.899,0.935260516,0.008655011,-0.008655011,0.93,0.02,-0.02,0.0362,0.0002,-0.0002,,,,0.415,8.899,0.02,0.008655011,0.0002,,504.9857883,29.1942957
299,HATS-40 b,17.71,1.793,-1.345,505.3497,76.2792,-76.2792,1.118227454,0.022503029,-0.022503029,2.26,0.18,-0.11,0.04997,0.00074,-0.00074,,,,1.569,76.2792,0.145,0.022503029,0.00074,,3198.29693,493.6410845
301,HATS-42 b,15.693,2.802,-1.569,597.5204,47.6745,-47.6745,1.048987364,0.020772027,-0.020772027,1.48,0.2,-0.12,0.03689,0.00065,-0.00065,,,,2.1855,47.6745,0.16,0.020772027,0.00065,,1948.889191,453.9916249
302,HATS-43 b,13.227,0.56,-0.56,82.95363,17.16282,-17.16282,0.882638047,0.010559114,-0.010559114,0.81,0.03,-0.03,0.04944,0.00046,-0.00046,,,,0.56,17.16282,0.03,0.010559114,0.00046,,162.9084799,14.6826596
303,HATS-44 b,11.96,1.401,-0.796,177.9848,34.9613,-34.9613,0.879349143,0.017310023,-0.017310023,0.85,0.04,-0.04,0.03649,0.0003,-0.0003,,,,1.0985,34.9613,0.04,0.017310023,0.0003,,324.4408299,40.16848912
304,HATS-45 b,14.415,1.042,-1.042,222.481,47.6745,-47.6745,1.116496451,0.019041025,-0.019041025,1.31,0.06,-0.06,0.05511,0.00069,-0.00069,,,,1.042,47.6745,0.06,0.019041025,0.00069,,878.0336447,102.6651101
306,HATS-5 b,10.223,0.28,-0.28,75.323,3.814,-3.914,0.918123594,0.008655011,-0.008655011,0.87,0.02,-0.02,0.0542,0.0006,-0.0006,,,,0.28,3.864,0.02,0.008655011,0.0006,,183.081526,11.61655139
307,HATS-50 b,12.666,0.841,-0.841,123.9537,31.783,-31.783,1.036870348,0.019041025,-0.019041025,1.12,0.06,-0.06,0.05046,0.0006,-0.0006,,,,0.841,31.783,0.06,0.019041025,0.0006,,569.4287262,75.20100607
308,HATS-51 b,15.805,2.13,-2.13,244.09344,14.30235,-14.30235,0.996711096,0.010039813,-0.010039813,1.44,0.18,-0.18,0.04639,0.00077,-0.00077,,,,2.13,14.30235,0.18,0.010039813,0.00077,,950.9406467,242.8633431
309,HATS-52 b,15.491,0.964,-0.964,711.9392,47.6745,-47.6745,1.040332352,0.025965034,-0.025965034,1.05,0.06,-0.06,0.02498,0.0004,-0.0004,,,,0.964,47.6745,0.06,0.025965034,0.0004,,2069.579662,320.9758242
310,HATS-53 b,15.02,0.628,-0.628,189.10885,28.28687,-28.28687,0.97697767,0.016271421,-0.016271421,1.1,0.03,-0.02,0.04753,0.00066,-0.00066,,,,0.628,28.28687,0.025,0.016271421,0.00066,,487.9645721,41.62181329
311,HATS-54 b,11.96,0.583,-0.583,241.5508,31.783,-31.783,0.987017483,0.004500606,-0.004500606,1.32,0.04,-0.04,0.03763,0.00024,-0.00024,,,,0.583,31.783,0.04,0.004500606,0.00024,,1167.827795,75.39930227
312,HATS-55 b,14.022,0.291,-0.291,292.72143,24.15508,-24.15508,1.075644798,0.006231608,-0.006231608,1.13,0.01,-0.01,0.05412,0.00014,-0.00018,,,,0.291,24.15508,0.01,0.006231608,0.00016,,583.6020875,17.36380353
313,HATS-56 b,18.921,0.437,-0.616,191.33366,11.12405,-11.12405,1.131383071,0.005366107,-0.005366107,2.2,0.04,-0.04,0.06043,0.00022,-0.00022,,,,0.5265,11.12405,0.04,0.005366107,0.00022,,2171.59522,90.46095863
314,HATS-57 b,12.767,0.314,-0.314,1000.21101,23.20159,-23.20159,0.967110957,0.003288904,-0.003288904,0.96,0.01,-0.01,0.03493,0.00021,-0.0003,,,,0.314,23.20159,0.01,0.003288904,0.000255,,660.7702936,19.06236943
315,HATS-58 A b,12.274,0.695,-0.695,327.3649,73.1009,-73.1009,1.241994115,0.009347412,-0.009347412,1.43,0.06,-0.06,0.05798,0.00057,-0.00057,,,,0.695,73.1009,0.06,0.009347412,0.00057,,1447.417451,132.1420332
316,HATS-59 b,12.621,0.863,-0.863,256.17098,21.93027,-21.93027,0.981478276,0.01575212,-0.01575212,1.04,0.07,-0.07,0.06112,0.00076,-0.00076,269,39,-39,0.863,21.93027,0.07,0.01575212,0.00076,39,268.6722132,40.62293422
318,HATS-6 b,11.187,0.213,-0.213,101.38777,22.2481,-22.2481,0.644625238,0.003115804,-0.003115804,0.57,0.01,-0.01,0.03623,0.00042,-0.00057,,,,0.213,22.2481,0.01,0.003115804,0.000495,,42.74076216,2.072654702
319,HATS-60 b,12.924,0.594,-0.594,210.40346,17.48065,-17.48065,0.98459408,0.003462005,-0.003462005,1.46,0.02,-0.02,0.04708,0.00015,-0.00023,903.9,27.5,-26.7,0.594,17.48065,0.02,0.003462005,0.00019,27.1,903.7778305,28.77326252
320,HATS-61 b,13.395,0.751,-0.751,1080.622,44.4962,-44.4962,0.959321447,0.003635105,-0.003635105,1.66,0.02,-0.02,0.07908,0.00033,-0.00033,374.2,8.7,-8.5,0.751,44.4962,0.02,0.003635105,0.00033,8.6,373.1981399,11.07100502
322,HATS-63 b,13.529,0.437,-0.437,305.1168,38.1396,-38.1396,0.974034966,0.003115804,-0.003115804,1.07,0.01,-0.01,0.04026,0.00028,-0.00028,634.1,16.3,-15.9,0.437,38.1396,0.01,0.003115804,0.00028,16.1,635.7966052,16.90042187
323,HATS-64 b,18.82,0.908,-0.908,305.1168,63.566,-63.566,1.134498875,0.004673706,-0.004673706,2.11,0.07,-0.07,0.06562,0.00039,-0.00039,1711,106,-99,0.908,63.566,0.07,0.004673706,0.00039,102.5,1712.808212,118.8551803
324,HATS-65 b,16.825,0.56,-0.56,260.93843,26.37989,-26.37989,1.086550113,0.005193007,-0.005193007,1.31,0.03,-0.03,0.04497,0.00033,-0.00033,1178,53,-50,0.56,26.37989,0.03,0.005193007,0.00033,51.5,1182.757908,61.2144755
325,HATS-66 b,15.816,0.942,-0.942,1694.0339,216.1244,-216.1244,1.146962091,0.006058508,-0.006058508,1.84,0.04,-0.04,0.04714,0.00025,-0.00025,2637,118,-113,0.942,216.1244,0.04,0.006058508,0.00025,115.5,2636.651591,130.4887146
326,HATS-67 b,18.887,0.527,-0.527,460.8535,38.1396,-38.1396,1.141422884,0.005712307,-0.005712307,1.44,0.03,-0.03,0.03032,0.00015,-0.00015,3821,153,-147,0.527,38.1396,0.03,0.005712307,0.00015,150,3828.713692,180.9949107
327,HATS-68 b,13.809,0.437,-0.325,410.0007,18.75197,-18.75197,1.064047083,0.003808205,-0.003808205,1.75,0.03,-0.03,0.05071,0.00018,-0.00018,1521,43,-41,0.381,18.75197,0.03,0.003808205,0.00018,42,1526.624608,57.74707504
329,HATS-7 b,6.311,0.516,-0.381,38.1396,3.81396,-3.81396,0.862904622,0.008655011,-0.008655011,0.81,0.05,-0.04,0.04012,0.00043,-0.00043,,,,0.4485,3.81396,0.045,0.008655011,0.00043,,225.9952803,27.13337709
331,HATS-8 b,9.785,1.379,-0.841,43.86054,6.03877,-6.03877,0.983036178,0.008655011,-0.008655011,1.09,0.15,-0.06,0.04667,0.00055,-0.00055,,,,1.11,6.03877,0.105,0.008655011,0.00055,,509.3958455,100.4865014
360,HD 106315 b,2.44,0.17,-0.17,12.6,3.2,-3.2,1.095205124,0.008308811,-0.008308811,1.3,0.06,-0.06,0.0907,0.001,-0.001,,,,0.17,3.2,0.06,0.008308811,0.001,,295.565676,29.44972273
361,HD 106315 c,4.35,0.23,-0.23,15.2,3.7,-3.7,1.095205124,0.008308811,-0.008308811,1.3,0.06,-0.06,0.1536,0.0017,-0.0017,,,,0.23,3.7,0.06,0.008308811,0.0017,,103.0590514,10.27058538
398,HD 119130 b,2.63,0.11,-0.1,24.5,4.4,-4.4,0.990998788,0.011251515,-0.011251515,1.09,0.03,-0.03,0.13,0.01,-0.01,67,12,-9,0.105,4.4,0.03,0.011251515,0.01,10.5,67.80454175,11.49905765
442,HD 1397 b,11.5,0.28,-0.303,131.89945,6.3566,-6.3566,0.955686342,0.010386014,-0.010386014,2.34,0.05,-0.06,0.1097,0.0011,-0.0013,356,12,-12,0.2915,6.3566,0.055,0.010386014,0.0012,12,379.5595981,25.68168286
479,HD 15337 b,1.64,0.06,-0.06,7.51,1.09,-1.01,0.887138653,0.008655011,-0.008655011,0.86,0.02,-0.02,0.0522,0.0012,-0.0012,,,,0.06,1.05,0.02,0.008655011,0.0012,,168.120977,12.80384477
480,HD 15337 c,2.39,0.12,-0.12,8.11,1.82,-1.69,0.887138653,0.008655011,-0.008655011,0.86,0.02,-0.02,0.1268,0.0038,-0.0038,,,,0.12,1.755,0.02,0.008655011,0.0038,,28.49209634,2.430806262
587,HD 202772 A b,17.318,0.583,-0.673,323.23311,22.2481,-21.61244,1.085684611,0.013328717,-0.012290116,2.59,0.08,-0.09,0.05208,0.00064,-0.00068,3440,184,-191,0.628,21.93027,0.085,0.012809417,0.00066,187.5,3436.151515,291.1190429
642,HD 219134 b,1.602,0.055,-0.055,4.74,0.19,-0.19,0.813397957,0.002769604,-0.002769604,0.78,0.01,-0.01,0.03876,0.00047,-0.00047,176.2,5.5,-5.5,0.055,0.19,0.01,0.002769604,0.00047,5.5,177.2694832,6.706117638
643,HD 219134 c,1.511,0.047,-0.047,4.36,0.22,-0.22,0.813397957,0.002769604,-0.002769604,0.78,0.01,-0.01,0.0653,0.0008,-0.0008,62.1,1.9,-1.9,0.047,0.22,0.01,0.002769604,0.0008,1.9,62.45614185,2.372780224
649,HD 219666 b,4.71,0.17,-0.17,16.6,1.3,-1.3,0.956724944,0.011251515,-0.011251515,1.03,0.03,-0.03,0.06356,0.00265,-0.00265,,,,0.17,1.3,0.03,0.011251515,0.00265,,220.0164031,24.65702105
657,HD 221416 b,9.17,0.34,-0.31,60.5,5.7,-5.7,0.879349143,0.01557902,-0.01557902,2.94,0.06,-0.06,0.1228,0.0025,-0.0026,,,,0.325,5.7,0.06,0.01557902,0.00255,,342.7230438,31.43501254
682,HD 2685 b,16.141,0.56,-0.56,371.8611,38.1396,-38.1396,1.17725463,0.013155617,-0.013155617,1.56,0.05,-0.05,0.0568,0.0006,-0.0006,,,,0.56,38.1396,0.05,0.013155617,0.0006,,1448.885795,117.2927144
852,HD 89345 b,7.398,0.314,-0.336,34.9613,5.40311,-5.72094,0.965206855,0.012636316,-0.013155617,1.75,0.05,-0.05,0.1066,0.0012,-0.0014,,,,0.325,5.562025,0.05,0.012895967,0.0013,,233.9070319,19.16950469
1030,K2-18 b,2.37,0.22,-0.22,8.92,1.7,-1.6,0.598407478,0.006750909,-0.006750909,0.41,0.04,-0.04,0.1429,0.006,-0.0065,,,,0.22,1.65,0.04,0.006750909,0.00625,,1.055580366,0.23068857
1108,K2-232 b,11.209,0.247,-0.224,126.49634,11.75971,-11.75971,1.065258785,0.010386014,-0.010386014,1.16,0.02,-0.02,0.10356,0.00081,-0.00077,,,,0.2355,11.75971,0.02,0.010386014,0.00079,,161.5669001,8.764548278
1112,K2-237 b,18.405,0.56,-0.56,392.83788,13.98452,-13.98452,1.055738272,0.019041025,-0.019041025,1.38,0.04,-0.04,0.0353,0.0012,-0.0012,,,,0.56,13.98452,0.04,0.019041025,0.0012,,1898.601525,218.0311064
1145,K2-260 b,17.396,0.538,-0.639,451.3186,98.5273,-101.7056,1.102129133,0.043275056,-0.043275056,1.69,0.03,-0.03,0.0404,0.0013,-0.0016,,,,0.5885,100.11645,0.03,0.043275056,0.00145,,2581.907079,455.1846856
1147,K2-263 b,2.41,0.12,-0.12,14.8,3.1,-3.1,0.929202008,0.00761641,-0.00761641,0.85,0.02,-0.02,0.2573,0.0029,-0.0029,,,,0.12,3.1,0.02,0.00761641,0.0029,,8.135773278,0.501367288
1150,K2-265 b,1.71,0.11,-0.11,6.54,0.84,-0.84,0.948069932,0.004673706,-0.004673706,0.98,0.05,-0.05,0.03376,0.00021,-0.00021,,,,0.11,0.84,0.05,0.004673706,0.00021,,680.7831045,71.25797012
1158,K2-27 b,4.48,0.23,-0.23,30.9,4.6,-4.6,0.908429981,0.010386014,-0.010386014,0.89,0.04,-0.04,0.06702,0.00071,-0.00071,116,16,-12,0.23,4.6,0.04,0.010386014,0.00071,14,120.0983392,12.37659612
1177,K2-285 b,2.59,0.06,-0.06,9.68,1.21,-1.37,0.86117362,0.016444521,-0.016444521,0.79,0.02,-0.02,0.03817,0.00095,-0.00092,234.31,19.58,-18.28,0.06,1.29,0.02,0.016444521,0.000935,18.93,235.5986149,24.48190518
1178,K2-285 c,3.53,0.08,-0.08,15.68,2.28,-2.13,0.86117362,0.016444521,-0.016444521,0.79,0.02,-0.02,0.0824,0.0018,-0.0018,50.35,4.05,-3.83,0.08,2.205,0.02,0.016444521,0.0018,3.94,50.55482709,5.132409243
1182,K2-287 b,9.494,0.146,-0.146,100.11645,8.58141,-8.58141,0.985805782,0.010039813,-0.010039813,1.07,0.01,-0.01,0.1206,0.0008,-0.0008,,,,0.146,8.58141,0.01,0.010039813,0.0008,,74.34270914,3.4750201
1185,K2-29 b,13.339,0.224,-0.224,232.0159,12.7132,-12.7132,0.927471006,0.006577809,-0.006577809,0.86,0.01,-0.01,0.04217,0.00024,-0.00024,,,,0.224,12.7132,0.01,0.006577809,0.00024,,307.7450438,11.8199045
1187,K2-290 c,11.276,0.56,-0.56,246.00042,14.93801,-14.93801,1.090877618,0.020772027,-0.020772027,1.51,0.07,-0.07,0.305,0.017,-0.017,,,,0.56,14.93801,0.07,0.020772027,0.017,,34.71029791,5.684884117
1188,K2-291 b,1.589,0.095,-0.072,6.49,1.16,-1.16,0.955513242,0.010386014,-0.010386014,0.9,0.04,-0.03,0.03261,0.00044,-0.00044,633,59,-56,0.0835,1.16,0.035,0.010386014,0.00044,57.5,634.9364537,59.11379029
1191,K2-295 b,10.054,0.123,-0.056,106.47305,19.70546,-19.70546,0.7692574,0.012117016,-0.012117016,0.7,0.02,-0.02,0.0451,0.0006,-0.0014,,,,0.0895,19.70546,0.02,0.012117016,0.001,,84.35867061,8.092128821
1195,K2-30 b,11.646,0.56,-0.572,184.02357,8.89924,-8.58141,0.939068721,0.006924009,-0.006924009,0.84,0.03,-0.03,0.04839,0.00076,-0.00076,,,,0.566,8.740325,0.03,0.006924009,0.00076,,234.3348212,19.54774129
1196,K2-31 b,11.882,3.923,-3.923,563.83042,25.10857,-25.10857,0.913969188,0.012117016,-0.012117016,0.78,0.07,-0.07,0.022,0.0018,-0.0018,,,,3.923,25.10857,0.07,0.012117016,0.0018,,877.142317,218.0624493
1205,K2-36 b,1.43,0.08,-0.08,3.9,1.1,-1.1,0.850960706,0.006058508,-0.006404708,0.72,0.01,-0.01,0.0223,0.0004,-0.0004,529,23,-23,0.08,1.1,0.01,0.006231608,0.0004,23,546.6297868,29.52108515
1206,K2-36 c,3.2,0.3,-0.3,7.8,2.3,-2.3,0.850960706,0.006058508,-0.006404708,0.72,0.01,-0.01,0.054,0.001,-0.001,90,4,-4,0.3,2.3,0.01,0.006231608,0.001,4,93.22137403,5.107114584
1237,K2-60 b,7.656,0.415,-0.415,135.39558,11.75971,-11.75971,0.952051238,0.017310023,-0.017310023,1.12,0.05,-0.05,0.045,0.003,-0.003,,,,0.415,11.75971,0.05,0.017310023,0.003,,508.923266,89.66149489
1245,K2-66 b,2.49,0.34,-0.24,21.3,3.6,-3.6,1.019041025,0.00796261,-0.00796261,1.67,0.12,-0.12,0.05983,0.00072,-0.00072,840,125,-125,0.29,3.6,0.12,0.00796261,0.00072,125,840.1592431,125.2076227
1285,KELT-10 b,15.681,0.773,-0.549,215.80657,12.39537,-12.07754,1.029600138,0.012809417,-0.012809417,1.21,0.05,-0.04,0.0525,0.00086,-0.00097,600,50,-40,0.661,12.236455,0.045,0.012809417,0.000915,45,596.9342571,57.33039231
1287,KELT-12 b,19.952,1.906,-1.793,301.9385,44.4962,-44.4962,1.086896313,0.008828111,-0.008828111,2.37,0.17,-0.17,0.06708,0.00097,-0.0013,1749,235,-213,1.8495,44.4962,0.17,0.008828111,0.001135,224,1742.059749,262.9382673
1288,KELT-14 b,19.537,0.527,-0.527,408.09372,10.17056,-10.17056,0.990133287,0.022503029,-0.022503029,1.52,0.03,-0.03,0.03005,0.00031,-0.00031,,,,0.527,10.17056,0.03,0.022503029,0.00031,,2459.081192,248.9426589
1290,KELT-16 b,15.861,0.942,-0.751,874.0325,50.8528,-47.6745,1.079453003,0.009347412,-0.009347412,1.36,0.06,-0.05,0.02044,0.00024,-0.00026,,,,0.8465,49.26365,0.055,0.009347412,0.00025,,6010.782173,548.9295318
1291,KELT-17 b,17.094,0.729,-0.673,416.3573,88.9924,-92.1707,1.290289077,0.008481911,-0.008481911,1.65,0.06,-0.06,0.04881,0.00065,-0.00061,,,,0.701,90.58155,0.06,0.008481911,0.00063,,3167.366774,258.233548
1292,KELT-18 b,17.598,0.471,-0.404,375.0394,34.9613,-34.9613,1.154578501,0.020772027,-0.020772027,1.91,0.04,-0.04,0.0455,0.00067,-0.00069,3152,242,-220,0.4375,34.9613,0.04,0.020772027,0.00068,231,3131.39466,277.0280353
1297,KELT-23 A b,14.83,0.28,-0.28,298.12454,15.25584,-13.98452,1.021118227,0.008481911,-0.008481911,1,0.01,-0.01,0.03302,0.00068,-0.00064,991.18,51.43,-49.23,0.28,14.62018,0.01,0.008481911,0.00066,50.33,997.1258532,55.53576995
1299,KELT-4 A b,19.044,0.516,-0.504,286.68266,19.0698,-18.75197,1.074259997,0.012982517,-0.012982517,1.6,0.04,-0.04,0.04317,0.00079,-0.00074,,,,0.51,18.910885,0.04,0.012982517,0.000765,,1829.420253,142.7987651
1304,KELT-9 b,21.196,0.684,-0.594,915.3504,266.9772,-266.9772,1.760429289,0.077895101,-0.077895101,2.36,0.07,-0.06,0.03462,0.0011,-0.00093,44900,8100,-7200,0.639,266.9772,0.065,0.077895101,0.001015,7650,44631.78131,8677.232191
1324,KOI-1257 b,10.54,1.35,-1.35,460.83,111.24,-111.24,0.955513242,0.013848018,-0.013848018,1.13,0.14,-0.14,0.382,0.006,-0.006,,,,1.35,111.24,0.14,0.013848018,0.006,,7.294188828,1.870303888
1325,KOI-13 b,16.948,0.392,-0.392,2949.4624,50.8528,-50.8528,1.324216721,0.043275056,-0.043275056,1.74,0.04,-0.04,0.03641,0.00087,-0.00087,,,,0.392,50.8528,0.04,0.043275056,0.00087,,7022.526863,1029.348316
1338,KOI-3680 b,11.097,0.673,-0.785,613.4119,60.3877,-66.7443,1.009174312,0.017310023,-0.017310023,0.96,0.05,-0.06,0.534,0.012,-0.03,,,,0.729,63.566,0.055,0.017310023,0.021,,3.352159702,0.519561473
1343,KOI-94 d,11.27,1.06,-1.06,106,11,-11,1.070105591,0.010039813,-0.010039813,1.52,0.14,-0.14,0.1684,0.0022,-0.0022,,,,1.06,11,0.14,0.010039813,0.0022,,106.8340111,20.27724677
1345,KPS-1 b,11.545,1.457,-1.345,346.4347,27.33338,-27.65121,0.894062662,0.01557902,-0.01557902,0.91,0.09,-0.08,0.0269,0.001,-0.001,729,130,-110,1.401,27.492295,0.085,0.01557902,0.001,120,731.2233613,155.6064666
1347,Kepler-10 b,1.481,0.049,-0.029,4.60853,1.27132,-1.46202,0.974034966,0.00761641,-0.00761641,1.06,0.01,-0.01,0.0172,0.00081,-0.00168,,,,0.039,1.36667,0.01,0.00761641,0.001245,,3418.637303,510.4188015
1362,Kepler-101 b,5.77,0.85,-0.79,51.1,5.1,-4.7,0.980958975,0.008655011,-0.008655011,1.56,0.2,-0.2,0.0474,0.001,-0.0008,,,,0.82,4.9,0.2,0.008655011,0.0009,,1002.988362,262.3803453
1445,Kepler-107 c,1.597,0.026,-0.026,9.39,1.77,-1.77,1.013328717,0.010559114,-0.010559114,1.45,0.01,-0.01,0.06064,0.00047,-0.00047,,,,0.026,1.77,0.01,0.010559114,0.00047,,602.8635429,28.06935626
1487,Kepler-11 d,3.12,0.06,-0.07,7.3,0.8,-1.5,0.980266574,0.009520512,-0.011424615,1.06,0.02,-0.02,0.155,0.001,-0.001,,,,0.065,1.15,0.02,0.010472564,0.001,,43.18422306,2.524206467
