rowid,pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_rade_error,pl_bmasse_error,st_rad_error,st_teff_error,pl_orbsmax_error,pl_insol_error,pl_flux,pl_flux_error
1488,Kepler-11 e,4.19,0.07,-0.09,8,1.5,-2.1,0.980266574,0.009520512,-0.011424615,1.06,0.02,-0.02,0.195,0.002,-0.002,,,,0.08,1.8,0.02,0.010472564,0.002,,27.28470635,1.653130123
1580,Kepler-117 c,12.341,0.392,-0.392,584.78,57.21,-57.21,1.064566384,0.019041025,-0.019041025,1.61,0.05,-0.05,0.2804,0.0092,-0.0028,,,,0.392,57.21,0.05,0.019041025,0.006,,42.34349743,4.402098963
1615,Kepler-12 b,19.661,0.347,-0.404,137.30256,16.84499,-16.20933,1.029427038,0.017310023,-0.017310023,1.48,0.03,-0.03,0.0553,0.001,-0.0012,,,,0.3755,16.52716,0.03,0.017310023,0.0011,,804.3692357,70.81299816
2006,Kepler-15 b,10.76,0.67,-0.78,209.76,25.43,-28.6,0.954647741,0.021118227,-0.022503029,0.99,0.06,-0.07,0.05714,0.00086,-0.00093,,,,0.725,27.015,0.065,0.021810628,0.000895,,249.3230977,40.64509385
2138,Kepler-16 b,8.449,0.029,-0.029,105.833,5.085,-5.085,0.770296001,0.025965034,-0.025965034,0.65,0,0,0.7048,0.0011,-0.0011,,,,0.029,5.085,0,0.025965034,0.0011,,0.299450813,0.040386209
2209,Kepler-1656 b,5.02,0.53,-0.53,48.6,4.2,-3.8,0.99203739,0.010386014,-0.010386014,1.1,0.13,-0.13,0.197,0.021,-0.021,,,,0.53,4,0.13,0.010386014,0.021,,30.19708919,9.694858536
2210,Kepler-1658 b,11.994,0.56,-0.56,1868.8404,149.3801,-146.2018,1.075990999,0.013501818,-0.013501818,2.89,0.13,-0.11,0.0544,0.0007,-0.0007,,,,0.56,147.79095,0.12,0.013501818,0.0007,,3782.96601,379.7712927
2225,Kepler-17 b,14.68,0.22,-0.22,778.65,34.96,-34.96,1.000692401,0.014713519,-0.014713519,1.05,0.03,-0.03,0.02591,0.00037,-0.00036,,,,0.22,34.96,0.03,0.014713519,0.000365,,1646.820177,142.7909561
2254,Kepler-18 c,5.49,0.26,-0.26,17.3,1.9,-1.9,0.925220703,0.017310023,-0.017310023,1.11,0.05,-0.05,0.0752,0.0011,-0.0011,,,,0.26,1.9,0.05,0.017310023,0.0011,,159.6583528,19.2734609
2255,Kepler-18 d,6.98,0.33,-0.33,16.4,1.4,-1.4,0.925220703,0.017310023,-0.017310023,1.11,0.05,-0.05,0.1172,0.0017,-0.0017,,,,0.33,1.4,0.05,0.017310023,0.0017,,65.73128193,7.93098771
2309,Kepler-20 b,1.868,0.066,-0.034,9.7,1.41,-1.44,0.951185737,0.008655011,-0.008655011,0.96,0.02,-0.02,0.0463,0.0009,-0.0015,,,,0.05,1.425,0.02,0.008655011,0.0012,,351.9182594,26.68039062
2310,Kepler-20 c,3.047,0.064,-0.056,12.75,2.17,-2.24,0.951185737,0.008655011,-0.008655011,0.96,0.02,-0.02,0.0949,0.0027,-0.0023,,,,0.06,2.205,0.02,0.008655011,0.0025,,83.76669063,6.399663727
2568,Kepler-289 c,11.59,0.19,-0.19,132,17,-17,1.036870348,0.006577809,-0.006577809,1,0.02,-0.02,0.51,0.03,-0.03,,,,0.19,17,0.02,0.006577809,0.03,,4.443830314,0.563591797
2569,Kepler-289 d,2.68,0.17,-0.17,4,0.9,-0.9,1.036870348,0.006577809,-0.006577809,1,0.02,-0.02,0.33,0.02,-0.02,,,,0.17,0.9,0.02,0.006577809,0.02,,10.61377653,1.381272031
2716,Kepler-34 b,8.564,0.135,-0.157,69.92,3.496,-3.178,1.023541631,0.022503029,-0.022503029,1.16,0,0,1.0896,0.0009,-0.0009,,,,0.146,3.337,0,0.022503029,0.0009,,1.243952609,0.10941476
2741,Kepler-35 b,8.16,0.157,-0.157,40.363,6.356,-6.356,0.970399862,0.025965034,-0.025965034,1.03,0,0,0.60347,0.00101,-0.00103,,,,0.157,6.356,0,0.025965034,0.00102,,2.583247292,0.276618139
2767,Kepler-36 b,1.486,0.035,-0.035,4.45,0.33,-0.27,1.02319543,0.011424615,-0.011424615,1.63,0.02,-0.02,0.1153,0.0015,-0.0015,,,,0.035,0.3,0.02,0.011424615,0.0015,,219.0538858,12.53389597
2768,Kepler-36 c,3.679,0.054,-0.054,8.08,0.6,-0.46,1.02319543,0.011424615,-0.011424615,1.63,0.02,-0.02,0.1283,0.0016,-0.0016,,,,0.054,0.53,0.02,0.011424615,0.0016,,176.9115808,10.03733465
2860,Kepler-4 b,4.002,0.213,-0.213,24.472,3.814,-3.814,1.013848018,0.020772027,-0.020772027,1.49,0.07,-0.08,0.0456,0.0009,-0.0009,,,,0.213,3.814,0.075,0.020772027,0.0009,,1128.065397,153.0564034
2861,Kepler-40 b,13.11,0.45,-0.45,699.2,127.1,-127.1,1.126882465,0.017310023,-0.017310023,2.13,0.06,-0.06,0.08,0.003,-0.003,,,,0.45,127.1,0.06,0.017310023,0.003,,1143.124985,128.1846873
2884,Kepler-41 b,14.46,0.22,-0.22,177.98,25.43,-25.43,0.995326294,0.017310023,-0.017310023,1.29,0.02,-0.02,0.03101,0.0004,-0.0004,,,,0.22,25.43,0.02,0.017310023,0.0004,,1698.391457,136.5737352
2890,Kepler-412 b,15.031,0.493,-0.516,299.07803,39.72875,-6.03877,0.995326294,0.01557902,-0.01557902,1.29,0.04,-0.04,0.02897,0.00093,-0.00092,,,,0.5045,22.88376,0.04,0.01557902,0.000925,,1946.006734,211.7820845
2901,Kepler-419 b,10.8,1.4,-1.3,794.5,95.3,-95.3,1.113034447,0.013674918,-0.013674918,1.74,0.07,-0.07,0.37,0.007,-0.006,,,,1.35,95.3,0.07,0.013674918,0.0065,,33.94137796,3.415023417
2907,Kepler-422 b,12.89,1.23,-1.23,136.66,41.32,-41.32,1.033754544,0.014540419,-0.014540419,1.24,0.12,-0.12,0.082,0.011,-0.01,,,,1.23,41.32,0.12,0.014540419,0.0105,,261.1472107,85.10851879
2908,Kepler-423 b,13.361,0.583,-0.583,189.101,25.743,-25.743,0.962437251,0.013848018,-0.013848018,0.95,0.04,-0.04,0.03585,0.00052,-0.00114,,,,0.583,25.743,0.04,0.013848018,0.00083,,602.5021302,67.49082253
2909,Kepler-424 b,9.98,0.9,-0.67,327.35,41.32,-41.32,0.945127229,0.014021118,-0.014021118,0.94,0.06,-0.06,0.044,0.005,-0.004,,,,0.785,41.32,0.06,0.014021118,0.0045,,364.1761119,90.42803333
2911,Kepler-425 b,10.962,0.247,-0.247,79.45,25.43,-25.43,0.894928163,0.012117016,-0.012117016,0.86,0.02,-0.02,0.0464,0.0008,-0.0008,,,,0.247,25.43,0.02,0.012117016,0.0008,,220.3502987,17.46968926
2912,Kepler-426 b,12.22,0.34,-0.34,108.06,25.43,-25.43,0.990998788,0.01557902,-0.01557902,0.92,0.02,-0.02,0.0414,0.001,-0.001,,,,0.34,25.43,0.02,0.01557902,0.001,,476.2856165,43.07237544
2914,Kepler-428 b,12.11,0.34,-0.34,403.63,60.39,-60.39,0.891466159,0.017310023,-0.017310023,0.8,0.02,-0.02,0.0433,0.0009,-0.0009,,,,0.34,60.39,0.02,0.017310023,0.0009,,215.5875253,21.837979
2915,Kepler-43 b,13.664,0.729,-0.717,1026.5909,82.6358,-82.6358,1.045698459,0.024753332,-0.024753332,1.42,0.07,-0.07,0.046,0.0026,-0.0025,,,,0.723,82.6358,0.07,0.024753332,0.00255,,1139.428028,200.5453259
2921,Kepler-432 b,12.834,0.404,-0.437,1719.4603,101.7056,-57.2094,0.864635624,0.013501818,-0.013501818,4.06,0.12,-0.08,0.301,0.016,-0.011,,,,0.4205,79.4575,0.1,0.013501818,0.0135,,101.6837551,12.19123446
2923,Kepler-433 b,16.25,1.79,-1.79,896.24,165.26,-165.26,1.100917431,0.024234032,-0.024234032,2.26,0.25,-0.25,0.0679,0.0027,-0.0027,,,,1.79,165.26,0.25,0.024234032,0.0027,,1627.407534,408.5549574
2924,Kepler-434 b,12.67,2.91,-2.02,908.96,111.24,-111.24,1.034620045,0.016444521,-0.016444521,1.38,0.13,-0.13,0.1143,0.003,-0.003,,,,2.465,111.24,0.13,0.016444521,0.003,,167.027994,34.35029118
2925,Kepler-435 b,22.31,2.02,-2.02,266.97,47.67,-47.67,1.066470486,0.016271421,-0.016271421,3.21,0.3,-0.3,0.0948,0.0018,-0.0018,,,,2.02,47.67,0.3,0.016271421,0.0018,,1483.162564,297.0185185
2931,Kepler-44 b,12.22,0.78,-0.78,317.82,31.78,-31.78,1.003981305,0.017310023,-0.017310023,1.35,0.08,-0.08,0.0446,0.0011,-0.0011,,,,0.78,31.78,0.08,0.017310023,0.0011,,930.8941984,135.6554963
3014,Kepler-5 b,15.984,0.404,-0.572,670.93913,21.29461,-27.33338,1.090012117,0.010386014,-0.010386014,1.79,0.04,-0.06,0.0538,0.0015,-0.0021,,,,0.488,24.313995,0.05,0.010386014,0.0018,,1562.668341,148.6686686
3067,Kepler-539 b,8.373,0.191,-0.191,308.2951,92.1707,-92.1707,1.00744331,0.013848018,-0.013848018,0.95,0.02,-0.02,0.4988,0.0067,-0.0067,,,,0.191,92.1707,0.02,0.013848018,0.0067,,3.736601548,0.277558411
3099,Kepler-56 b,6.51,0.29,-0.28,22.1,3.9,-3.6,0.837805089,0.016790722,-0.016790722,4.23,0.15,-0.15,0.1028,0.0037,-0.0037,,,,0.285,3.75,0.15,0.016790722,0.0037,,834.192886,107.6017015
3100,Kepler-56 c,9.8,0.46,-0.46,181,21,-19,0.837805089,0.016790722,-0.016790722,4.23,0.15,-0.15,0.1652,0.0059,-0.0059,,,,0.46,20,0.15,0.016790722,0.0059,,323.0223893,41.56639566
3150,Kepler-6 b,14.617,0.202,-0.37,212.31044,12.07754,-11.12405,0.977496971,0.00761641,-0.00761641,1.39,0.02,-0.03,0.04852,0.00074,-0.00133,,,,0.286,11.600795,0.025,0.00761641,0.001035,,749.2895865,47.89259752
3280,Kepler-7 b,18.181,0.146,-0.146,140.16303,13.66669,-13.34886,1.027003635,0.00761641,-0.00761641,1.97,0.01,-0.01,0.06067,0.00059,-0.00059,,,,0.146,13.507775,0.01,0.00761641,0.00059,,1172.930787,43.27683798
3325,Kepler-74 b,10.76,0.22,-0.22,200.22,38.14,-38.14,1.03860135,0.017310023,-0.017310023,1.12,0.04,-0.04,0.0781,0.0007,-0.0007,,,,0.22,38.14,0.04,0.017310023,0.0007,,239.2927325,23.77059532
3336,Kepler-75 b,11.77,0.34,-0.34,3209.9,127.1,-127.1,0.90012117,0.017310023,-0.017310023,0.89,0.02,-0.02,0.0818,0.0012,-0.0012,,,,0.34,127.1,0.02,0.017310023,0.0012,,77.71007182,7.28899502
3352,Kepler-76 b,15.244,1.345,-1.345,638.8383,117.5971,-111.2405,1.109399342,0.016444521,-0.016444521,1.32,0.08,-0.08,0.0274,0.002,-0.0019,,,,1.345,114.4188,0.08,0.016444521,0.00195,,3515.591072,689.5161767
3365,Kepler-77 b,10.761,0.179,-0.179,136.661,10.17,-10.17,0.955513242,0.010386014,-0.010386014,0.99,0.02,-0.02,0.04501,0.00063,-0.00063,,,,0.179,10.17,0.02,0.010386014,0.00063,,403.2730539,26.46435385
3391,Kepler-79 d,7.16,0.13,-0.16,6,2.1,-1.6,1.068720789,0.014367319,-0.020252726,1.3,0.03,-0.03,0.287,0.004,-0.004,,,,0.145,1.85,0.03,0.017310023,0.004,,26.76578232,2.256060223
3392,Kepler-79 e,3.49,0.14,-0.14,4.1,1.2,-1.1,1.068720789,0.014367319,-0.020252726,1.3,0.03,-0.03,0.386,0.005,-0.005,,,,0.14,1.15,0.03,0.017310023,0.005,,14.79684504,1.237886588
3403,Kepler-8 b,15.872,0.594,-0.695,187.5197,41.3179,-38.1396,1.075471698,0.025965034,-0.025965034,1.49,0.05,-0.06,0.0474,0.0018,-0.0021,,,,0.6445,39.72875,0.055,0.025965034,0.00195,,1321.940164,194.0419383
3404,Kepler-80 b,2.67,0.1,-0.1,6.93,1.05,-0.7,0.785875022,0.017310023,-0.017310023,0.68,0.02,-0.02,0.0648,0.0009,-0.0009,,,,0.1,0.875,0.02,0.017310023,0.0009,,42.00313972,4.600145751
3405,Kepler-80 c,2.74,0.12,-0.1,6.74,1.23,-0.86,0.785875022,0.017310023,-0.017310023,0.68,0.02,-0.02,0.0792,0.0011,-0.0011,,,,0.11,1.045,0.02,0.017310023,0.0011,,28.11780427,3.079436412
3406,Kepler-80 d,1.53,0.09,-0.07,6.75,0.69,-0.51,0.785875022,0.017310023,-0.017310023,0.68,0.02,-0.02,0.0372,0.0005,-0.0005,,,,0.08,0.6,0.02,0.017310023,0.0005,,127.4517746,13.9298747
3407,Kepler-80 e,1.6,0.08,-0.07,4.13,0.81,-0.95,0.785875022,0.017310023,-0.017310023,0.68,0.02,-0.02,0.0491,0.0007,-0.0007,,,,0.075,0.88,0.02,0.017310023,0.0007,,73.15917214,8.026141861
3502,Kepler-87 b,13.49,0.55,-0.55,324.2,8.8,-8.8,0.96936126,0.008655011,-0.008655011,1.82,0.04,-0.04,0.481,0.026,-0.028,,,,0.55,8.8,0.04,0.008655011,0.027,,12.64140255,1.589568982
3503,Kepler-87 c,6.14,0.29,-0.29,6.4,0.8,-0.8,0.96936126,0.008655011,-0.008655011,1.82,0.04,-0.04,0.676,0.037,-0.04,,,,0.29,0.8,0.04,0.008655011,0.0385,,6.400177548,0.814158613
3535,Kepler-9 b,8.29,0.54,-0.43,43.4,1.6,-2,0.999480699,0.010386014,-0.010386014,0.96,0.02,-0.02,0.143,0.007,-0.006,,,,0.485,1.8,0.02,0.010386014,0.0065,,44.97467557,4.870629928
3536,Kepler-9 c,8.08,0.54,-0.41,29.9,1.1,-1.3,0.999480699,0.010386014,-0.010386014,0.96,0.02,-0.02,0.227,0.012,-0.008,,,,0.475,1.2,0.02,0.010386014,0.01,,17.84795243,1.891077319
3550,Kepler-91 b,15.323,0.773,-0.673,257.4423,57.2094,-54.0311,0.787606024,0.012982517,-0.012982517,6.3,0.16,-0.16,0.0731,0.0034,-0.0031,,,,0.723,55.62025,0.16,0.012982517,0.00325,,2858.133179,348.10532
3664,LHS 1140 b,1.727,0.032,-0.032,6.98,0.89,-0.89,0.556690324,0.006750909,-0.006750909,0.21,0,0,0.0936,0.0024,-0.0024,0.5,0.03,-0.03,0.032,0.89,0,0.006750909,0.0024,0.03,0.483438888,0.034125522
3665,LHS 1140 c,1.282,0.024,-0.024,1.81,0.39,-0.39,0.556690324,0.006750909,-0.006750909,0.21,0,0,0.02675,0.0007,-0.0007,6.16,0.37,-0.37,0.024,0.39,0,0.006750909,0.0007,0.37,5.918964114,0.422370154
3672,MASCARA-1 b,16.814,3.363,-3.363,1175.971,286.047,-286.047,1.3075991,0.025965034,-0.025965034,2.1,0.2,-0.2,0.043,0.005,-0.005,,,,3.363,286.047,0.2,0.025965034,0.005,,6972.686353,2167.970592
3704,NGTS-2 b,17.878,0.527,-0.504,235.1942,41.3179,-38.1396,1.121343258,0.016271421,-0.01540592,1.7,0.05,-0.04,0.063,0.0024,-0.003,,,,0.5155,39.72875,0.045,0.015838671,0.0027,,1151.253725,132.9777035
3707,NGTS-5 b,12.733,0.258,-0.258,72.78307,11.75971,-11.75971,0.863250822,0.007097109,-0.007097109,0.74,0.01,-0.01,0.0382,0.0013,-0.0013,,,,0.258,11.75971,0.01,0.007097109,0.0013,,208.3937628,16.72931458
3761,OGLE-TR-132 b,13.45,1.68,-1.23,375.02,44.49,-41.32,1.074952397,0.012982517,-0.012982517,1.32,0.17,-0.12,0.03035,0.00057,-0.00053,,,,1.455,42.905,0.145,0.012982517,0.00055,,2525.732788,575.4800537
3781,Qatar-1 b,12.812,0.291,-0.28,411.27202,16.52716,-15.57367,0.867751428,0.016098321,-0.01523282,0.8,0.02,-0.02,0.02332,0.0004,-0.0004,,,,0.2855,16.050415,0.02,0.01566557,0.0004,,667.2740415,62.92031049
3782,Qatar-10 b,17.295,0.448,-0.448,233.92288,28.6047,-28.6047,1.060065778,0.00796261,-0.00796261,1.25,0.03,-0.03,0.0286,0.0006,-0.0006,,,,0.448,28.6047,0.03,0.00796261,0.0006,,2412.232796,170.0106127
3783,Qatar-2 b,14.056,0.146,-0.146,792.635,17.162,-17.162,0.804050545,0.008655011,-0.008655011,0.78,0.01,-0.01,0.02153,0.0002,-0.0002,,,,0.146,17.162,0.01,0.008655011,0.0002,,548.5731522,29.31937938
3784,Qatar-3 b,12.285,1.569,-1.569,1369.8473,149.3801,-149.3801,1.039813052,0.009001212,-0.009001212,1.27,0.14,-0.14,0.03783,0.00069,-0.00069,1330,287,-287,1.569,149.3801,0.14,0.009001212,0.00069,287,1317.515754,297.9386211
3785,Qatar-4 b,12.722,1.233,-1.233,1938.763,171.6282,-171.6282,0.902717674,0.008655011,-0.008655011,0.85,0.06,-0.06,0.02803,0.00048,-0.00048,614,88,-88,1.233,171.6282,0.06,0.008655011,0.00048,88,610.6599486,91.75068388
3786,Qatar-5 b,12.408,0.717,-0.717,1373.0256,57.2094,-57.2094,0.994806993,0.008481911,-0.008481911,1.08,0.05,-0.05,0.04127,0.00067,-0.00067,669,60,-60,0.717,57.2094,0.05,0.008481911,0.00067,60,670.7086256,69.67227786
3787,Qatar-7 b,19.055,0.336,-0.336,597.5204,79.4575,-79.4575,1.105591137,0.006577809,-0.006577809,1.56,0.02,-0.02,0.0352,0.0002,-0.0002,,,,0.336,79.4575,0.02,0.006577809,0.0002,,2934.553721,107.9403469
3788,Qatar-8 b,14.404,0.247,-0.247,117.91493,19.70546,-19.70546,0.993249091,0.008828111,-0.008828111,1.31,0.02,-0.02,0.0474,0.0008,-0.0008,,,,0.247,19.70546,0.02,0.008828111,0.0008,,743.3932501,42.93533576
3789,Qatar-9 b,11.31,0.157,-0.157,378.2177,50.8528,-50.8528,0.74588887,0.005366107,-0.005366107,0.7,0.01,-0.01,0.0234,0.0003,-0.0003,,,,0.157,50.8528,0.01,0.005366107,0.0003,,276.987947,13.28937024
3800,TOI 150.01,15.468,0.448,-0.448,556.2025,44.4962,-54.0311,1.039120651,0.018002423,-0.016963822,1.55,0.02,-0.03,0.0583,0.0013,-0.0018,,,,0.448,49.26365,0.025,0.017483123,0.00155,,824.1194994,75.51931698
3801,TOI 172 b,10.817,0.359,-0.325,1722.6386,69.9226,-63.566,0.97715077,0.008655011,-0.008655011,1.78,0.05,-0.04,0.0914,0.0017,-0.0017,299,19,-16,0.342,66.7443,0.045,0.008655011,0.0017,17.5,345.7752691,24.92347966
3811,TRAPPIST-1 f,1.045,0.038,-0.038,0.68,0.18,-0.18,0.442963476,0.008655011,-0.008655011,0.12,0,0,0.0371,0.0011,-0.0011,0.38,0.03,-0.03,0.038,0.18,0,0.008655011,0.0011,0.03,0.40279711,0.039516595
3825,TrES-5 b,13.384,0.168,-0.168,568.9157,21.61244,-21.61244,0.895101264,0.006231608,-0.006231608,0.87,0.01,-0.01,0.02459,0.0007,-0.0007,,,,0.168,21.61244,0.01,0.006231608,0.0007,,803.5448624,54.17470939
3838,WASP-103 b,17.127,0.818,-0.527,473.547,27.968,-27.968,1.057642375,0.027696036,-0.027696036,1.44,0.05,-0.03,0.01985,0.00021,-0.00021,,,,0.6725,27.968,0.04,0.027696036,0.00021,,6585.05388,793.1068242
3839,WASP-104 b,12.745,0.415,-0.415,404.263,14.937,-14.937,0.947723732,0.021983729,-0.021983729,0.96,0.03,-0.03,0.02918,0.00045,-0.00045,,,,0.415,14.937,0.03,0.021983729,0.00045,,873.1702189,101.3279016
3840,WASP-105 b,10.761,0.336,-0.336,572.094,31.783,-31.783,0.877618141,0.022503029,-0.022503029,0.9,0.03,-0.03,0.075,0.003,-0.003,,,,0.336,31.783,0.03,0.022503029,0.003,,85.42497478,12.486034
3842,WASP-107 b,10.536,0.224,-0.224,38.1396,3.1783,-3.1783,0.766833997,0.020772027,-0.020772027,0.66,0.02,-0.02,0.055,0.001,-0.001,,,,0.224,3.1783,0.02,0.020772027,0.001,,49.79295801,6.441522327
3844,WASP-113 b,15.793,1.076,-1.569,150.96925,17.16282,-16.52716,1.019560325,0.024234032,-0.024234032,1.61,0.09,-0.12,0.05885,0.0001,-0.0001,,,,1.3225,16.84499,0.105,0.024234032,0.0001,,808.7429851,130.5670505
3845,WASP-114 b,15.009,0.717,-0.717,562.24127,20.34112,-20.34112,1.028215337,0.024234032,-0.024234032,1.43,0.06,-0.06,0.02851,0.00039,-0.00039,,,,0.717,20.34112,0.06,0.024234032,0.00039,,2811.991154,363.1542184
